times,suhu_sealing_vertikal_bawah,suhu_sealing_vertikal_atas,suhu_sealing_horizontal_depan,suhu_sealing_horizontal_belakang,output_time_sec
2024-05-17 10:02:07,209.5,179.7,180.2,209.5,9846.0
2024-05-17 10:18:08,209.4,179.9,178.9,209.3,10644.0
2024-05-17 11:16:10,209.2,179.8,179.8,209.3,11965.0
2024-05-17 13:36:13,209.3,179.6,179.6,209.3,13781.0
2024-05-17 13:51:13,209.5,179.7,179.4,209.5,14680.0
2024-05-17 13:52:13,209.5,180.2,179.5,209.5,14740.0
2024-05-17 13:55:13,209.5,179.3,180.0,209.5,14913.0
2024-05-17 14:29:13,209.4,179.7,179.5,209.4,16944.0
2024-05-17 14:48:17,209.6,179.5,179.5,209.6,18086.0
2024-05-17 14:55:15,210.0,180.2,184.9,209.6,18333.0
2024-05-17 15:14:15,209.4,179.8,179.3,209.3,19464.0
2024-05-17 15:41:15,209.5,179.3,179.5,209.5,1573.0
2024-05-17 15:57:15,209.6,179.5,179.5,209.5,2532.0
2024-05-17 16:19:15,209.5,179.7,179.5,209.5,3853.0
2024-05-17 16:21:15,209.5,179.7,179.6,209.5,3973.0
2024-05-17 16:23:17,209.5,179.4,179.5,209.5,4094.0
2024-05-17 16:37:17,209.8,179.5,179.6,209.6,4931.0
2024-05-17 16:56:17,209.2,179.7,179.6,209.3,6071.0
2024-05-17 17:01:18,209.5,179.8,179.5,209.5,6370.0
2024-05-17 17:31:18,209.3,179.2,179.5,209.3,8023.0
2024-05-17 17:38:18,209.5,179.4,179.4,209.6,8442.0
2024-05-17 17:39:18,209.5,179.5,179.5,209.5,8502.0
2024-05-17 17:46:18,209.5,179.4,179.5,209.5,8922.0
2024-05-17 17:49:18,209.5,179.4,179.6,209.6,9103.0
2024-05-17 17:50:18,209.5,179.1,179.6,209.5,9163.0
2024-05-17 17:53:18,209.5,180.0,179.5,209.5,9342.0
2024-05-17 19:51:20,209.3,179.9,179.8,209.3,11588.0
2024-05-17 19:58:21,209.3,180.0,179.5,209.4,12010.0
2024-05-17 20:04:20,209.5,179.9,179.4,209.4,12368.0
2024-05-17 20:18:21,209.5,179.6,179.4,209.5,13210.0
2024-05-17 20:33:21,209.5,179.4,179.6,209.6,14109.0
2024-05-17 20:34:21,209.3,180.0,179.6,209.4,14170.0
2024-05-17 20:41:21,209.4,179.1,179.5,209.5,14590.0
2024-05-17 20:57:23,209.4,179.8,179.8,209.3,15408.0
2024-05-17 21:20:23,209.5,179.2,179.4,209.5,16789.0
2024-05-17 21:26:23,209.3,180.1,179.5,209.4,17149.0
2024-05-17 21:36:24,209.4,179.3,179.5,209.5,17747.0
2024-05-17 21:43:24,209.5,179.7,179.5,209.6,18167.0
2024-05-17 21:50:24,209.5,179.5,179.5,209.5,18587.0
2024-05-17 21:58:23,209.2,179.6,179.4,209.3,19067.0
2024-05-17 22:05:23,209.5,179.3,179.4,209.4,19486.0
2024-05-17 22:08:22,209.6,179.3,179.5,209.5,19665.0
2024-05-20 17:20:08,209.3,179.7,179.3,209.4,1537.0
2024-05-20 17:29:08,209.4,179.6,179.3,209.4,2075.0
2024-05-20 17:30:09,209.3,179.6,179.3,209.5,2136.0
2024-05-20 17:36:09,209.4,179.5,179.4,209.5,2497.0
2024-05-20 17:38:09,209.5,179.4,179.4,209.4,2616.0
2024-05-20 17:52:09,209.5,179.6,179.6,209.5,3457.0
2024-05-20 19:11:11,209.4,179.7,179.5,209.4,6031.0
2024-05-20 19:18:12,209.5,179.6,179.4,209.4,6452.0
2024-05-20 19:28:12,209.5,179.5,179.4,209.6,7052.0
2024-05-20 19:43:17,209.5,179.5,179.5,209.5,7955.0
2024-05-20 20:09:15,209.5,179.5,179.4,209.5,9355.0
2024-05-20 21:40:20,209.4,179.8,179.5,209.3,11523.0
2024-05-20 21:47:20,209.6,179.6,179.4,209.5,11943.0
2024-05-20 22:10:20,209.5,179.4,179.5,209.6,13323.0
2024-05-20 22:11:21,209.6,179.6,179.5,209.5,13384.0
2024-05-21 07:37:37,209.4,178.4,179.6,209.4,1546.0
2024-05-21 07:50:38,209.4,179.0,179.4,209.4,2327.0
2024-05-21 07:51:40,209.5,179.8,179.5,209.5,2390.0
2024-05-21 08:12:42,209.3,179.5,179.3,209.3,3501.0
2024-05-21 08:14:43,209.6,179.6,179.4,209.5,3622.0
2024-05-21 08:19:41,209.2,179.6,179.5,209.4,3920.0
2024-05-21 08:24:43,209.6,179.7,179.7,209.5,4222.0
2024-05-21 08:26:44,209.5,179.6,179.4,209.6,4343.0
2024-05-21 08:35:42,209.5,179.5,179.5,209.5,4881.0
2024-05-21 08:36:47,209.4,179.5,179.5,209.5,4945.0
2024-05-21 08:46:42,209.6,179.5,179.6,209.5,5541.0
2024-05-21 08:48:43,209.5,179.5,179.5,209.4,5662.0
2024-05-21 08:49:43,209.5,179.5,179.5,209.4,5722.0
2024-05-21 08:55:44,209.2,179.6,178.9,209.4,6078.0
2024-05-21 09:02:47,209.2,179.5,179.4,209.3,6501.0
2024-05-21 09:07:46,209.5,179.5,179.6,209.5,6800.0
2024-05-21 09:16:48,209.6,179.6,179.5,209.6,7342.0
2024-05-21 09:24:50,209.4,179.5,179.4,209.3,7824.0
2024-05-21 09:40:50,209.4,179.5,179.5,209.4,8775.0
2024-05-21 09:48:52,209.5,179.6,179.4,209.4,9258.0
2024-05-21 09:49:51,209.4,179.6,179.4,209.5,9315.0
2024-05-21 09:50:51,209.4,179.5,179.4,209.5,9376.0
2024-05-21 09:57:51,209.5,179.5,179.4,209.6,9796.0
2024-05-21 10:10:53,209.5,179.5,179.5,209.4,10578.0
2024-05-21 10:27:53,209.3,179.5,179.5,209.4,11437.0
2024-05-21 10:43:54,209.4,179.5,179.5,209.5,12392.0
2024-05-21 10:45:54,209.6,179.6,179.5,209.5,12511.0
2024-05-21 10:50:54,209.6,179.6,179.5,209.5,12811.0
2024-05-21 10:51:56,209.5,179.6,179.5,209.6,12872.0
2024-05-21 11:12:00,209.5,179.6,179.5,209.5,14076.0
2024-05-21 11:16:05,209.3,179.6,179.5,209.4,14321.0
2024-05-21 11:18:08,209.6,179.5,179.5,209.5,14441.0
2024-05-21 11:20:07,209.7,183.1,179.3,209.6,14561.0
2024-05-21 11:26:04,209.5,178.5,179.6,209.6,14918.0
2024-05-21 14:37:57,209.3,179.8,179.8,209.3,16877.0
2024-05-21 14:39:56,209.5,180.0,179.7,209.3,16997.0
2024-05-21 14:44:57,209.3,179.9,179.5,209.4,17297.0
2024-05-21 14:50:57,209.4,179.7,179.4,209.5,17657.0
2024-05-21 14:54:02,209.4,179.7,179.5,209.5,17841.0
2024-05-21 14:59:58,209.4,179.6,179.4,209.5,18197.0
2024-05-21 15:13:57,209.9,180.1,187.6,209.3,370.0
2024-05-21 15:22:59,209.2,179.5,179.7,209.3,477.0
2024-05-21 15:31:03,209.3,179.5,179.5,209.3,961.0
2024-05-21 15:57:00,209.4,179.6,179.5,209.3,2291.0
2024-05-21 16:05:00,209.5,179.5,179.4,209.4,2767.0
2024-05-21 16:13:00,209.6,179.5,179.5,209.5,3247.0
2024-05-21 16:19:00,209.5,179.5,179.5,209.5,3608.0
2024-05-21 16:25:02,209.5,179.5,179.5,209.6,3970.0
2024-05-21 16:32:02,209.4,179.4,179.5,209.5,4389.0
2024-05-21 16:39:05,209.7,179.5,179.4,209.5,4811.0
2024-05-21 16:40:04,209.5,179.5,179.5,209.5,4870.0
2024-05-21 16:42:03,209.5,179.4,179.5,209.5,4989.0
2024-05-21 16:49:03,209.6,179.5,179.5,209.5,5409.0
2024-05-21 16:52:05,209.3,179.3,179.4,209.4,5591.0
2024-05-21 16:59:03,209.5,179.4,179.4,209.5,6010.0
2024-05-21 17:01:03,209.4,179.5,179.5,209.5,6127.0
2024-05-21 17:07:05,209.5,179.5,179.5,209.5,6488.0
2024-05-21 17:08:05,209.5,179.5,179.5,209.5,6548.0
2024-05-21 17:11:08,209.5,179.5,179.5,209.5,6729.0
2024-05-21 17:12:06,209.5,179.6,179.5,209.5,6788.0
2024-05-21 17:26:06,209.4,179.5,179.6,209.5,7627.0
2024-05-21 17:27:06,209.5,179.4,179.5,209.5,7687.0
2024-05-21 17:44:11,209.2,178.8,179.4,209.3,8570.0
2024-05-21 17:47:08,209.5,179.5,179.5,209.4,8746.0
2024-05-21 17:55:08,209.6,179.3,179.4,209.5,9226.0
2024-05-21 19:14:16,209.4,179.3,179.5,209.4,11828.0
2024-05-21 19:20:16,209.6,179.6,179.4,209.5,12185.0
2024-05-21 19:29:15,209.5,178.9,179.5,209.5,12725.0
2024-05-21 19:35:17,209.5,179.2,179.5,209.5,13088.0
2024-05-21 19:52:16,209.5,181.2,179.4,209.5,14107.0
2024-05-21 19:54:17,209.4,179.3,179.5,209.5,14228.0
2024-05-21 20:09:16,209.5,178.4,179.5,209.5,15127.0
2024-05-21 20:12:21,209.5,180.9,179.5,209.5,15310.0
2024-05-21 20:14:18,209.4,179.6,179.4,209.5,15429.0
2024-05-21 22:00:24,209.5,180.3,179.4,209.5,17920.0
2024-05-21 22:01:23,209.5,180.5,179.4,209.5,17979.0
2024-05-21 22:06:28,209.4,179.6,179.4,209.5,18284.0
2024-05-21 22:07:24,209.2,179.2,179.4,209.3,18339.0
2024-05-21 22:10:24,209.5,179.3,179.3,209.4,18519.0
2024-05-22 07:31:42,209.2,180.8,179.9,209.5,1155.0
2024-05-22 07:38:42,209.4,179.9,179.7,209.4,1575.0
2024-05-22 07:52:45,209.5,179.2,179.5,209.6,2417.0
2024-05-22 07:54:45,209.5,180.4,179.4,209.4,2535.0
2024-05-22 08:10:46,209.3,179.5,179.5,209.4,3497.0
2024-05-22 08:32:48,209.4,178.6,179.6,209.4,4816.0
2024-05-22 08:33:48,209.6,181.4,179.6,209.5,4877.0
2024-05-22 09:01:50,209.4,179.8,179.4,209.4,6387.0
2024-05-22 09:29:53,209.4,179.4,179.5,209.4,8067.0
2024-05-22 09:38:54,209.2,179.5,179.5,209.4,8604.0
2024-05-22 09:47:57,209.4,179.3,179.5,209.4,9148.0
2024-05-22 10:13:55,209.4,179.6,179.5,209.3,10701.0
2024-05-22 10:28:55,209.2,179.4,179.5,209.3,11602.0
2024-05-22 10:29:54,209.7,179.5,179.4,209.5,11661.0
2024-05-22 10:37:57,209.5,179.5,179.4,209.5,12144.0
2024-05-22 10:48:00,209.4,179.3,179.4,209.5,12744.0
2024-05-22 11:11:11,209.5,179.6,179.2,209.3,13950.0
2024-05-22 11:12:09,209.3,180.4,179.2,209.4,14008.0
2024-05-22 11:18:07,209.3,179.5,179.4,209.4,14365.0
2024-05-22 11:20:09,209.6,179.1,179.4,209.5,14487.0
2024-05-22 11:24:09,209.5,179.8,179.4,209.5,14727.0
2024-05-22 11:32:05,209.6,179.8,179.5,209.6,15203.0
2024-05-22 13:36:13,209.2,174.6,174.6,209.3,17741.0
2024-05-22 13:38:16,209.6,178.5,178.0,209.5,17863.0
2024-05-22 13:50:18,209.5,180.0,179.6,209.6,18584.0
2024-05-22 13:53:19,209.5,179.5,179.5,209.5,18765.0
2024-05-22 13:55:24,209.7,179.9,179.5,209.6,18888.0
2024-05-22 13:57:19,209.3,179.5,179.5,209.4,19005.0
2024-05-22 13:58:27,209.7,179.5,179.5,209.6,19072.0
2024-05-22 14:08:16,209.5,179.5,179.5,209.5,19662.0
2024-05-22 14:29:18,209.7,179.4,179.5,209.6,20923.0
2024-05-22 14:45:22,209.3,179.8,179.6,209.3,21706.0
2024-05-22 14:52:15,209.5,179.9,179.5,209.4,22119.0
2024-05-22 14:55:19,209.5,179.2,179.4,209.5,22302.0
2024-05-22 15:03:19,209.5,179.6,179.4,209.5,22782.0
2024-05-22 15:04:19,209.5,179.6,179.4,209.5,22843.0
2024-05-22 15:10:21,209.5,179.4,179.6,209.5,23204.0
2024-05-22 15:26:18,209.3,179.5,179.5,209.5,675.0
2024-05-22 15:48:15,209.5,179.6,179.5,209.5,1992.0
2024-05-22 15:57:17,209.5,179.3,179.5,209.6,2534.0
2024-05-22 16:04:16,209.6,179.5,179.6,209.5,2953.0
2024-05-22 16:05:15,209.6,179.6,179.6,209.5,3012.0
2024-05-22 16:08:20,209.5,179.3,179.3,209.5,3197.0
2024-05-22 16:13:15,209.5,179.3,179.4,209.5,3492.0
2024-05-22 16:21:17,209.8,179.7,179.6,209.6,3975.0
2024-05-22 16:28:18,209.5,179.5,179.5,209.4,4392.0
2024-05-22 16:31:18,209.5,179.4,179.5,209.5,4572.0
2024-05-22 17:00:20,209.2,179.7,180.0,209.3,6160.0
2024-05-22 17:07:20,209.5,179.6,179.5,209.4,6579.0
2024-05-22 17:25:22,209.5,179.6,179.4,209.4,7662.0
2024-05-22 17:27:24,209.7,179.6,179.5,209.6,7784.0
2024-05-22 17:43:25,209.6,179.5,179.6,209.5,8745.0
2024-05-22 17:49:23,209.5,179.5,179.5,209.4,9103.0
2024-05-22 17:50:27,209.5,179.4,179.6,209.5,9167.0
2024-05-22 17:55:25,209.5,179.5,179.5,209.5,9465.0
2024-05-22 18:05:28,209.5,179.5,179.6,209.6,10068.0
2024-05-22 18:08:28,209.9,179.8,179.5,209.6,10248.0
2024-05-22 20:43:35,209.4,179.7,179.5,209.4,13571.0
2024-05-22 20:44:36,209.5,179.6,179.4,209.5,13633.0
2024-05-22 22:09:37,209.5,179.2,179.5,209.5,18284.0
2024-05-24 07:38:00,209.5,180.1,180.0,209.4,1529.0
2024-05-24 08:12:03,209.5,179.8,179.4,209.5,3573.0
2024-05-24 08:13:03,209.5,179.3,179.5,209.5,3632.0
2024-05-24 08:30:04,209.3,179.5,179.6,209.4,4653.0
2024-05-24 08:46:09,209.4,179.8,179.5,209.5,5618.0
2024-05-24 10:32:15,209.4,179.5,179.4,209.5,11768.0
2024-05-24 13:13:29,209.5,159.3,159.6,209.4,13749.0
2024-05-24 13:15:33,209.5,159.4,159.5,209.5,13749.0
2024-05-24 13:53:30,209.6,159.7,164.5,209.6,13749.0
2024-05-24 13:54:32,209.5,159.6,160.1,209.5,13749.0
2024-05-24 13:55:30,209.5,159.5,157.8,209.5,13749.0
2024-05-24 13:56:30,209.4,159.4,157.8,209.5,13749.0
2024-05-24 14:00:30,209.7,159.4,159.7,209.5,13749.0
2024-05-24 14:01:30,209.6,159.5,159.6,209.5,13749.0
2024-05-24 14:02:32,209.5,159.5,159.4,209.5,13749.0
2024-05-24 15:15:36,209.4,159.4,159.6,209.5,0.0
2024-05-24 15:18:33,209.5,159.4,159.7,209.5,0.0
2024-05-24 15:19:34,209.5,159.3,159.7,209.5,0.0
2024-05-24 15:20:33,209.4,159.4,159.6,209.5,0.0
2024-05-24 15:21:34,209.4,159.5,159.5,209.5,0.0
2024-05-24 15:24:33,209.5,159.5,159.5,209.5,0.0
2024-05-24 15:25:33,209.4,159.5,159.5,209.5,0.0
2024-05-24 15:26:33,209.4,159.5,159.6,209.5,0.0
2024-05-24 15:29:33,209.5,159.5,159.5,209.5,0.0
2024-05-24 15:30:33,209.5,159.5,159.5,209.5,0.0
2024-05-24 15:31:33,209.5,159.4,159.5,209.5,0.0
2024-05-24 15:32:33,209.5,159.5,159.5,209.5,0.0
2024-05-24 15:35:34,209.5,159.4,159.5,209.5,0.0
2024-05-24 15:36:33,209.5,159.5,159.5,209.6,0.0
2024-05-24 15:37:33,209.5,159.6,159.5,209.5,0.0
2024-05-24 15:38:33,209.5,159.6,159.6,209.5,0.0
2024-05-24 15:42:33,209.5,159.5,159.5,209.5,0.0
2024-05-24 15:43:33,209.5,159.5,159.5,209.5,0.0
2024-05-24 15:46:33,209.5,159.6,159.6,209.4,0.0
2024-05-24 15:47:33,209.5,159.6,159.6,209.5,0.0
2024-05-24 15:49:33,209.5,159.5,159.5,209.5,0.0
2024-05-24 15:50:35,209.4,159.5,159.5,209.5,0.0
2024-05-24 15:52:33,209.6,159.5,159.4,209.5,0.0
2024-05-24 15:53:33,209.5,159.6,159.5,209.5,0.0
2024-05-24 15:54:33,209.5,159.5,159.6,209.4,0.0
2024-05-27 08:27:59,209.5,159.7,159.5,209.5,0.0
2024-05-27 08:36:00,209.6,159.5,159.5,209.5,0.0
2024-05-27 08:38:00,209.5,159.6,159.5,209.4,0.0
2024-05-27 16:17:34,209.2,174.1,174.5,209.3,1267.0
2024-05-27 16:47:37,209.4,175.1,174.6,209.3,2912.0
2024-05-27 16:55:38,209.4,174.0,174.5,209.5,3392.0
2024-05-27 17:02:36,209.6,174.3,174.5,209.5,3803.0
2024-05-27 17:08:36,209.5,175.3,174.5,209.5,4163.0
2024-05-27 17:14:37,209.5,174.7,174.5,209.5,4523.0
2024-05-27 17:24:38,209.5,174.5,174.4,209.5,5124.0
2024-05-27 17:25:40,209.4,174.3,174.5,209.5,5187.0
2024-05-27 17:33:40,209.7,174.6,174.5,209.5,5667.0
2024-05-27 17:39:39,209.5,175.0,174.6,209.5,6025.0
2024-05-27 17:45:43,209.5,173.8,174.5,209.5,6389.0
2024-05-27 17:47:43,209.5,174.2,174.5,209.5,6508.0
2024-05-27 17:52:42,209.5,173.8,174.4,209.5,6808.0
2024-05-27 17:54:39,209.4,174.8,174.5,209.5,6926.0
2024-05-27 18:09:42,209.5,174.8,174.5,209.6,7828.0
2024-05-27 19:09:41,209.2,174.9,174.4,209.3,9517.0
2024-05-27 19:15:41,209.4,174.5,174.4,209.3,9876.0
2024-05-27 19:43:47,209.7,174.6,174.5,209.6,11407.0
2024-05-27 19:45:45,209.3,174.6,174.5,209.4,11525.0
2024-05-27 19:51:51,209.4,174.2,174.5,209.4,11891.0
2024-05-27 19:58:46,209.3,174.5,174.5,209.5,12305.0
2024-05-27 20:20:48,209.4,174.1,174.5,209.5,13618.0
2024-05-27 20:26:48,209.4,174.1,174.5,209.5,13979.0
2024-05-27 20:27:52,209.5,174.4,174.5,209.5,14043.0
2024-05-27 21:49:53,209.2,180.0,179.7,209.4,15921.0
2024-05-27 22:08:51,209.6,179.5,179.5,209.6,17062.0
2024-05-28 08:11:28,209.4,174.6,174.5,209.4,3558.0
2024-05-28 08:19:25,209.6,174.5,174.7,209.6,4035.0
2024-05-28 08:20:27,209.5,174.7,174.6,209.6,4097.0
2024-05-28 09:36:32,209.4,174.5,174.5,209.5,8358.0
2024-05-28 09:44:34,209.5,174.3,174.5,209.5,8839.0
2024-05-28 09:52:31,209.5,174.8,174.5,209.5,9318.0
2024-05-28 09:55:39,209.4,174.3,174.5,209.5,9505.0
2024-05-28 10:13:37,209.5,174.7,174.5,209.5,10583.0
2024-05-28 10:19:35,209.5,174.4,174.5,209.5,10942.0
2024-05-28 10:20:36,209.4,174.3,174.5,209.4,11002.0
2024-05-28 11:17:39,209.5,174.1,174.3,209.3,14244.0
2024-05-28 12:28:45,209.4,174.6,174.5,209.4,16484.0
2024-05-28 14:28:02,209.5,174.6,174.4,209.6,20445.0
2024-05-28 15:11:09,209.5,176.2,174.5,209.5,22845.0
2024-05-28 15:20:05,209.3,174.4,174.4,209.4,303.0
2024-05-29 08:27:00,209.4,174.5,174.4,209.5,3887.0
2024-05-29 08:32:55,209.4,174.5,174.4,209.4,4243.0
2024-05-29 20:44:56,209.5,174.4,174.5,209.6,13353.0
2024-05-30 07:41:12,209.5,169.6,169.3,209.4,1754.0
2024-05-30 09:27:14,209.5,174.3,174.5,209.5,7895.0
2024-05-30 11:52:28,209.7,174.6,174.5,209.5,13359.0
2024-05-30 14:39:35,209.5,174.4,174.4,209.5,21118.0
2024-05-30 15:28:37,209.5,174.5,174.5,209.5,813.0
2024-05-30 16:06:38,209.5,174.6,174.5,209.6,3096.0
2024-05-31 09:36:17,209.5,174.6,174.4,209.5,5307.0
2024-05-31 09:56:17,209.5,174.5,174.5,209.5,6506.0
2024-05-31 13:49:28,209.5,174.6,174.4,209.5,13984.0
2024-05-31 15:35:29,209.6,174.8,174.5,209.6,1226.0
2024-05-31 19:19:35,209.7,174.4,174.3,209.6,9355.0
2024-05-31 20:59:41,209.5,174.4,174.5,209.5,15200.0
2024-05-31 21:47:43,209.5,174.9,174.5,209.5,18079.0
2024-06-03 13:00:05,209.4,174.4,174.4,209.5,6653.0
2024-06-03 13:13:10,209.4,174.5,174.4,209.5,7437.0
2024-06-03 18:06:21,209.5,174.4,174.5,209.5,6796.0
2024-06-03 18:12:18,209.6,174.4,174.5,209.5,7153.0
2024-06-03 20:51:36,209.5,174.5,174.4,209.6,11396.0
2024-06-03 20:52:31,209.6,174.4,174.4,209.5,11451.0
2024-06-03 20:59:31,209.4,174.6,174.4,209.5,11871.0
2024-06-03 21:26:33,209.5,174.7,174.7,209.3,13131.0
2024-06-03 21:36:32,209.5,175.0,174.4,209.5,13730.0
2024-06-03 21:40:34,209.4,174.4,174.5,209.6,13973.0
2024-06-03 21:48:33,209.5,174.4,174.4,209.5,14421.0
2024-06-03 21:52:34,209.4,174.6,174.4,209.5,14661.0
2024-06-03 22:10:35,209.4,174.3,174.5,209.4,15741.0
2024-06-04 07:37:55,209.3,174.3,174.4,209.4,1735.0
2024-06-04 07:38:54,209.4,174.3,174.4,209.4,1793.0
2024-06-04 07:45:54,209.4,174.4,174.3,209.4,2213.0
2024-06-04 07:54:55,209.5,174.5,174.4,209.5,2754.0
2024-06-04 08:08:55,209.7,174.5,174.5,209.6,3593.0
2024-06-04 09:14:00,209.6,174.5,174.4,209.5,7036.0
2024-06-04 09:18:59,209.5,174.5,174.5,209.5,7335.0
2024-06-04 09:21:04,209.7,174.5,174.5,209.5,7461.0
2024-06-04 09:45:02,209.5,174.5,174.5,209.5,8866.0
2024-06-04 10:15:01,209.6,174.5,174.5,209.3,10664.0
2024-06-04 10:16:04,209.4,174.5,174.5,209.4,10726.0
2024-06-04 10:23:04,209.5,174.5,174.4,209.5,11146.0
2024-06-04 10:28:09,209.5,174.5,174.5,209.4,11452.0
2024-06-04 11:13:12,209.6,159.4,159.6,209.5,11825.0
2024-06-04 11:14:09,209.5,159.3,159.4,209.5,11825.0
2024-06-04 11:17:11,209.5,159.5,159.6,209.5,11825.0
2024-06-04 11:18:10,209.5,159.4,159.7,209.5,11825.0
2024-06-04 11:19:11,209.5,159.4,159.7,209.5,11825.0
2024-06-04 11:20:10,209.4,159.4,159.7,209.5,11825.0
2024-06-04 11:21:12,209.4,159.4,159.6,209.5,11825.0
2024-06-04 11:22:10,209.3,159.4,159.6,209.5,11825.0
2024-06-04 11:23:14,209.4,159.4,159.6,209.4,11825.0
2024-06-04 11:24:09,209.3,159.5,159.6,209.5,11825.0
2024-06-04 12:26:15,209.5,159.5,159.6,209.4,11825.0
2024-06-04 12:28:16,209.4,159.5,159.4,209.5,11825.0
2024-06-04 12:29:15,209.4,159.5,159.6,209.5,11825.0
2024-06-04 12:30:13,209.3,159.4,159.6,209.5,11825.0
2024-06-04 12:33:12,209.4,159.5,159.5,209.5,11825.0
2024-06-04 12:41:16,209.5,159.6,159.2,209.5,11825.0
2024-06-04 12:50:15,209.4,159.5,159.2,209.5,11825.0
2024-06-04 12:52:19,209.5,159.3,159.6,209.5,11825.0
2024-06-04 12:53:16,209.4,159.4,159.6,209.5,11825.0
2024-06-04 12:54:15,209.5,159.5,159.5,209.5,11825.0
2024-06-04 12:58:15,209.4,159.5,159.5,209.5,11825.0
2024-06-04 13:00:17,209.4,159.4,159.6,209.5,11825.0
2024-06-04 13:01:16,209.5,159.5,159.5,209.5,11825.0
2024-06-04 13:03:17,209.4,159.5,159.5,209.5,11825.0
2024-06-04 13:11:16,209.5,159.5,159.6,209.5,11825.0
2024-06-04 13:12:18,209.5,159.5,159.5,209.5,11825.0
2024-06-04 13:13:16,209.5,159.5,159.5,209.5,11825.0
2024-06-04 13:14:17,209.4,159.5,159.4,209.5,11825.0
2024-06-04 13:17:18,209.4,159.5,159.4,209.5,11825.0
2024-06-04 13:18:16,209.4,159.5,159.5,209.5,11825.0
2024-06-04 13:21:18,209.4,159.5,159.5,209.5,11825.0
2024-06-04 13:22:17,209.5,159.5,159.5,209.5,11825.0
2024-06-04 13:48:20,209.3,159.4,159.5,209.5,11825.0
2024-06-04 13:49:20,209.4,159.4,159.5,209.5,11825.0
2024-06-04 13:50:18,209.3,159.4,159.7,209.5,11825.0
2024-06-04 13:51:20,209.3,159.5,159.5,209.5,11825.0
2024-06-04 13:55:16,209.4,159.5,159.8,209.5,11825.0
2024-06-04 14:09:20,209.4,159.5,159.4,209.5,11825.0
2024-06-04 14:13:20,209.4,159.4,159.3,209.5,11825.0
2024-06-04 14:14:21,209.3,159.5,159.4,209.5,11825.0
2024-06-04 14:16:16,209.4,159.5,159.6,209.6,11825.0
2024-06-04 14:17:23,209.5,159.4,159.4,209.5,11825.0
2024-06-04 14:20:19,209.4,159.5,159.6,209.5,11825.0
2024-06-04 14:21:21,209.4,159.5,159.4,209.5,11825.0
2024-06-04 14:23:20,209.4,159.5,159.5,209.5,11825.0
2024-06-04 14:26:21,209.5,159.4,159.4,209.5,11825.0
2024-06-04 14:27:23,209.5,159.4,159.6,209.5,11825.0
2024-06-04 14:28:18,209.5,159.5,159.7,209.5,11825.0
2024-06-04 14:29:22,209.5,159.5,159.5,209.5,11825.0
2024-06-04 14:31:22,209.5,159.5,159.6,209.5,11825.0
2024-06-04 14:34:22,209.5,159.5,159.4,209.5,11825.0
2024-06-04 14:35:23,209.5,159.6,159.6,209.5,11825.0
2024-06-04 14:42:26,209.5,159.4,159.4,209.5,11825.0
2024-06-04 14:43:26,209.5,159.5,159.5,209.5,11825.0
2024-06-04 14:44:25,209.5,159.5,159.7,209.6,11825.0
2024-06-04 14:49:26,209.5,159.5,159.6,209.5,11825.0
2024-06-04 14:54:26,209.5,159.5,159.4,209.5,11825.0
2024-06-04 14:55:26,209.5,159.6,159.5,209.4,11825.0
2024-06-04 15:00:25,209.5,159.5,159.6,209.5,11825.0
2024-06-04 15:01:26,209.6,159.5,159.5,209.5,11825.0
2024-06-04 15:02:26,209.6,159.6,159.4,209.4,11825.0
2024-06-04 15:05:22,209.5,159.5,159.7,209.6,11825.0
2024-06-04 15:10:29,209.5,159.5,159.4,209.4,11825.0
2024-06-04 15:11:27,209.3,159.5,159.4,209.5,11825.0
2024-06-04 15:12:26,209.5,159.5,159.5,209.5,11825.0
2024-06-04 15:15:28,209.5,159.5,159.3,209.5,0.0
2024-06-04 15:16:29,209.5,159.5,159.5,209.6,0.0
2024-06-04 15:17:27,209.3,159.4,159.6,209.5,0.0
2024-06-04 15:22:27,209.5,159.6,159.5,209.5,0.0
2024-06-04 15:23:35,209.5,159.5,159.4,209.5,0.0
2024-06-04 15:24:27,209.5,159.5,159.6,209.5,0.0
2024-06-04 15:26:29,209.5,159.5,159.5,209.5,0.0
2024-06-04 15:27:27,209.5,159.6,159.5,209.5,0.0
2024-06-04 15:28:27,209.5,159.6,159.5,209.5,0.0
2024-06-04 15:29:27,209.3,159.5,159.7,209.6,0.0
2024-06-04 15:32:29,209.5,159.5,159.6,209.5,0.0
2024-06-04 15:33:30,209.6,159.5,159.7,209.6,0.0
2024-06-04 15:34:31,209.5,159.5,159.5,209.5,0.0
2024-06-04 15:35:29,209.5,159.5,159.5,209.5,0.0
2024-06-04 15:36:29,209.5,159.6,159.6,209.5,0.0
2024-06-04 15:39:28,209.6,159.5,159.3,209.5,0.0
2024-06-04 15:40:28,209.5,159.4,159.5,209.6,0.0
2024-06-04 15:44:30,209.4,159.6,159.4,209.5,0.0
2024-06-04 15:45:29,209.5,159.6,159.6,209.5,0.0
2024-06-04 15:46:27,209.5,159.5,159.6,209.5,0.0
2024-06-04 15:49:29,209.5,159.5,159.5,209.5,0.0
2024-06-04 15:50:28,209.5,159.5,159.5,209.5,0.0
2024-06-04 15:56:30,209.6,159.5,159.5,209.5,0.0
2024-06-04 15:57:29,209.5,159.5,159.4,209.5,0.0
